Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;1;0;0;0;1;1;1;Y;9;
Falco;4;0;1;0;0;0;0;0;1;Y;9;
Aquila;4;6;0;1;1;1;0;0;0;N;4;
Gheppio;4;1;0;1;0;0;1;0;1;Y;11;
Condor;4;4;0;1;0;1;0;0;1;N;7;
Gufo;4;0;0;1;0;1;1;1;0;N;6;
Sparviere;4;4;0;1;1;1;0;1;0;N;6;
Civetta;4;8;1;0;1;1;0;0;1;Y;9;
Colomba;4;0;1;0;0;0;0;1;1;Y;11;
