Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;0;0;0;1;0;1;Y;10;
Falco;4;3;0;1;0;1;1;1;Y;10;
Aquila;4;5;0;0;1;1;1;1;Y;14;
Gheppio;4;0;0;0;0;1;0;0;Y;14;
Condor;4;6;0;1;1;1;1;1;Y;9;
Gufo;4;0;0;0;1;1;1;1;N;6;
Sparviere;4;8;0;0;1;1;1;1;N;6;
Civetta;4;5;1;1;0;1;1;1;N;-1;
Colomba;4;8;0;0;1;1;1;1;Y;10;
