Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;7;1;1;1;1;1;1;N;3;
Falco;4;8;1;1;1;1;1;0;N;8;
Aquila;4;1;1;1;1;1;1;1;N;-1;
Gheppio;4;8;0;0;1;0;1;1;Y;14;
Condor;4;1;0;1;1;1;0;1;Y;13;
Gufo;4;1;1;0;1;0;1;1;Y;9;
Sparviere;4;6;0;1;0;1;0;1;N;6;
Civetta;4;7;1;0;1;1;1;1;Y;12;
Colomba;4;4;1;0;1;1;1;1;Y;16;
