Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;2;1;0;0;1;Y;9;
Falco;4;5;1;0;1;1;N;4;
Aquila;4;2;0;1;1;1;Y;12;
Gheppio;4;1;0;1;0;0;Y;14;
Condor;4;7;0;1;1;1;N;8;
Gufo;4;7;0;1;1;1;N;8;
Sparviere;4;0;0;0;1;1;Y;13;
Civetta;4;4;1;1;1;1;N;-1;
Colomba;4;4;0;1;1;1;Y;12;
