Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;0;1;1;1;1;1;Y;9;
Falco;4;0;1;0;1;1;0;1;N;5;
Aquila;4;3;0;1;1;0;1;0;N;7;
Gheppio;4;1;0;1;1;1;0;1;Y;13;
Condor;4;5;1;0;0;1;1;0;Y;10;
Gufo;4;8;0;1;1;1;1;1;Y;12;
Sparviere;4;0;0;1;0;1;1;0;Y;11;
Civetta;4;7;0;0;1;1;1;1;Y;13;
Colomba;4;4;1;1;1;1;0;1;N;4;
