Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;5;0;1;1;Y;10;
Falco;4;5;1;1;0;Y;10;
Aquila;4;1;0;1;1;Y;10;
Gheppio;4;5;0;0;1;Y;11;
Condor;4;5;1;1;1;N;5;
Gufo;4;8;1;1;1;N;5;
Sparviere;4;4;1;1;0;N;6;
Civetta;4;2;0;1;1;Y;10;
Colomba;4;4;1;1;1;N;1;
