Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;3;0;1;1;0;1;1;1;1;Y;10;
Falco;4;1;0;1;1;0;1;1;1;1;Y;10;
Aquila;4;7;0;1;0;1;0;1;1;1;N;8;
Gheppio;4;3;0;1;1;1;1;1;1;1;N;-1;
Condor;4;8;0;1;0;0;0;1;1;1;Y;13;
Gufo;4;1;0;1;0;0;1;1;1;1;Y;12;
Sparviere;4;4;1;0;1;0;0;1;1;1;N;8;
Civetta;4;1;1;1;1;0;0;1;1;1;Y;13;
Colomba;4;4;0;0;0;1;1;1;1;1;Y;15;
