Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;5;1;0;1;1;1;1;1;1;Y;12;
Falco;4;4;0;0;0;0;1;1;1;1;Y;14;
Aquila;4;5;1;0;1;1;0;1;1;1;Y;15;
Gheppio;4;1;1;0;0;1;1;1;1;1;Y;14;
Condor;4;7;0;0;0;1;0;1;1;1;N;6;
Gufo;4;2;1;0;0;0;0;0;1;1;N;8;
Sparviere;4;1;0;1;1;1;1;1;0;1;Y;9;
Civetta;4;7;1;0;0;0;1;1;1;1;Y;9;
Colomba;4;1;0;0;0;0;0;1;0;1;Y;10;
