Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;3;1;1;1;0;1;1;Y;9;
Falco;4;8;1;0;1;1;1;1;Y;12;
Aquila;4;2;1;0;0;1;1;1;Y;10;
Gheppio;4;5;1;0;0;1;1;1;Y;10;
Condor;4;4;1;1;1;0;0;1;N;6;
Gufo;4;7;1;0;0;1;1;1;N;6;
Sparviere;4;7;0;1;0;1;1;1;Y;17;
Civetta;4;8;0;1;0;0;1;1;Y;11;
Colomba;4;3;1;1;1;1;1;1;N;-1;
