Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;1;0;0;0;1;1;Y;11;
Falco;4;4;1;0;0;1;0;1;N;7;
Aquila;4;8;0;0;1;1;1;1;N;6;
Gheppio;4;3;0;1;1;0;1;1;Y;13;
Condor;4;7;1;1;0;1;0;0;Y;11;
Gufo;4;1;0;1;1;1;1;1;Y;16;
Sparviere;4;2;1;1;0;0;1;0;N;7;
Civetta;4;3;0;1;0;1;1;1;Y;10;
Colomba;4;5;0;1;1;1;1;1;Y;16;
