Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;2;1;0;1;0;1;1;1;1;N;0;
Falco;4;2;1;0;0;1;1;1;1;1;Y;10;
Aquila;4;1;1;1;0;1;1;1;1;0;N;-1;
Gheppio;4;2;0;1;0;1;1;1;1;1;Y;9;
Condor;4;8;1;0;1;1;1;1;1;1;N;-1;
Gufo;4;8;1;0;1;0;1;1;0;1;Y;11;
Sparviere;4;3;0;1;0;1;1;1;1;1;Y;13;
Civetta;4;0;0;0;0;0;0;1;0;0;Y;20;
Colomba;4;2;1;1;1;1;1;1;1;1;N;-1;
