Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;7;1;1;1;1;N;3;
Falco;4;8;0;1;1;1;N;4;
Aquila;4;8;1;0;0;1;N;6;
Gheppio;4;7;1;1;1;1;N;7;
Condor;4;1;1;1;1;1;Y;11;
Gufo;4;3;1;1;0;1;Y;12;
Sparviere;4;7;1;0;0;1;Y;10;
Civetta;4;1;1;1;0;0;Y;13;
Colomba;4;2;1;0;1;1;Y;9;
