Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;3;1;0;1;0;1;N;7;
Falco;4;0;1;1;0;1;0;Y;11;
Aquila;4;0;1;1;0;1;1;Y;10;
Gheppio;4;6;0;1;1;1;1;Y;14;
Condor;4;3;0;1;1;1;0;N;7;
Gufo;4;7;0;1;1;1;1;N;6;
Sparviere;4;8;0;1;1;1;1;Y;10;
Civetta;4;6;0;0;1;1;1;Y;11;
Colomba;4;0;1;1;1;1;0;Y;10;
