Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;5;0;1;0;1;1;1;Y;13;
Falco;4;3;1;0;1;1;0;0;Y;14;
Aquila;4;7;1;0;0;1;1;0;N;7;
Gheppio;4;1;0;1;1;1;1;1;Y;9;
Condor;4;2;0;0;1;1;0;1;Y;12;
Gufo;4;4;1;1;1;1;1;1;N;-1;
Sparviere;4;2;0;1;1;1;0;1;Y;9;
Civetta;4;1;0;0;1;1;0;1;Y;12;
Colomba;4;7;1;1;1;1;1;1;N;3;
