Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;7;1;1;1;1;1;1;1;0;N;1;
Falco;4;7;0;0;1;0;1;0;1;1;Y;13;
Aquila;4;3;0;1;0;0;1;1;1;1;Y;13;
Gheppio;4;0;0;1;1;0;1;0;1;0;N;2;
Condor;4;8;1;0;1;0;0;1;1;1;N;7;
Gufo;4;5;0;1;0;0;1;1;1;1;N;8;
Sparviere;4;1;1;0;0;1;1;1;1;1;Y;10;
Civetta;4;2;0;0;0;1;1;1;0;0;Y;18;
Colomba;4;5;0;1;0;0;0;1;1;1;Y;10;
