Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;8;1;0;1;1;Y;12;
Falco;4;8;0;1;0;0;Y;14;
Aquila;4;1;1;1;0;1;N;4;
Gheppio;4;4;1;0;0;1;Y;9;
Condor;4;8;1;1;0;1;N;4;
Gufo;4;8;1;0;1;1;Y;12;
Sparviere;4;7;1;1;1;0;N;8;
Civetta;4;0;1;0;1;0;Y;13;
Colomba;4;4;1;1;1;0;N;4;
