Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;0;1;0;0;0;0;Y;10;
Falco;4;6;0;1;1;1;1;Y;14;
Aquila;4;7;1;0;1;1;1;Y;10;
Gheppio;4;2;0;1;1;1;1;Y;10;
Condor;4;5;1;0;1;0;0;Y;9;
Gufo;4;0;0;1;1;0;1;Y;11;
Sparviere;4;7;0;1;1;0;0;N;5;
Civetta;4;4;1;1;1;0;0;N;7;
Colomba;4;4;0;1;1;1;1;N;2;
