Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;0;0;1;0;0;0;1;Y;13;
Falco;4;1;0;1;1;0;1;1;Y;17;
Aquila;4;7;1;1;1;1;1;1;N;7;
Gheppio;4;1;1;1;0;1;0;1;N;6;
Condor;4;8;1;0;1;0;1;1;Y;9;
Gufo;4;0;0;0;0;0;0;1;Y;14;
Sparviere;4;5;1;1;1;1;0;1;N;-1;
Civetta;4;3;0;1;0;0;0;1;Y;9;
Colomba;4;2;0;1;1;0;1;1;Y;10;
