Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;8;0;1;1;1;0;Y;11;
Falco;4;5;1;0;1;1;1;N;6;
Aquila;4;1;0;0;1;1;1;Y;15;
Gheppio;4;0;0;1;1;0;0;Y;12;
Condor;4;2;0;0;1;1;0;Y;12;
Gufo;4;4;1;1;1;1;1;N;-1;
Sparviere;4;2;1;0;1;0;1;Y;11;
Civetta;4;6;1;0;1;1;1;N;6;
Colomba;4;3;0;1;1;1;1;Y;10;
