Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;1;0;1;0;1;Y;11;
Falco;4;3;1;0;1;1;1;N;6;
Aquila;4;1;0;1;1;1;1;N;7;
Gheppio;4;0;0;0;1;0;1;Y;16;
Condor;4;5;0;1;0;0;1;Y;12;
Gufo;4;7;1;0;0;1;1;N;4;
Sparviere;4;3;0;0;1;0;1;N;6;
Civetta;4;4;0;0;1;1;1;Y;15;
Colomba;4;2;0;0;1;1;1;Y;9;
