Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;0;1;1;1;1;Y;10;
Falco;4;8;0;0;1;1;1;N;8;
Aquila;4;6;1;1;1;1;1;N;5;
Gheppio;4;0;0;0;1;1;0;Y;9;
Condor;4;0;1;1;0;1;0;Y;11;
Gufo;4;7;0;1;1;1;1;Y;10;
Sparviere;4;3;1;0;1;1;1;N;6;
Civetta;4;2;0;0;1;1;1;Y;15;
Colomba;4;6;1;0;1;0;1;N;8;
