Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;0;0;0;0;1;0;1;1;Y;10;
Falco;4;4;1;0;0;0;1;1;1;Y;9;
Aquila;4;0;0;0;1;0;0;1;0;Y;18;
Gheppio;4;5;1;1;1;1;1;1;1;N;-1;
Condor;4;2;1;0;0;1;0;1;1;N;8;
Gufo;4;8;0;1;1;1;1;1;1;N;0;
Sparviere;4;3;0;1;1;0;0;1;0;Y;10;
Civetta;4;0;0;1;0;0;0;0;0;Y;16;
Colomba;4;6;1;0;0;0;0;1;0;N;8;
