Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;6;1;1;1;N;5;
Falco;4;7;0;1;1;Y;10;
Aquila;4;2;0;1;1;Y;10;
Gheppio;4;8;1;0;1;N;6;
Condor;4;3;0;1;1;Y;10;
Gufo;4;7;1;0;1;N;6;
Sparviere;4;3;0;1;1;Y;10;
Civetta;4;8;0;1;1;N;6;
Colomba;4;4;0;1;1;Y;10;
