Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;0;0;1;0;1;Y;13;
Falco;4;1;0;0;1;1;1;N;8;
Aquila;4;1;0;1;1;1;1;Y;10;
Gheppio;4;7;1;0;0;0;1;Y;10;
Condor;4;6;1;1;0;1;1;N;7;
Gufo;4;5;0;1;1;1;1;Y;10;
Sparviere;4;1;1;0;0;0;0;N;7;
Civetta;4;2;1;0;1;0;1;Y;12;
Colomba;4;1;1;0;1;1;1;N;7;
