Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;0;0;0;Y;12;
Falco;4;2;1;1;0;0;Y;9;
Aquila;4;1;0;0;1;1;N;7;
Gheppio;4;6;0;1;0;1;Y;13;
Condor;4;7;1;1;1;1;Y;11;
Gufo;4;1;0;1;1;1;N;5;
Sparviere;4;1;1;0;1;0;Y;9;
Civetta;4;1;0;0;1;0;N;7;
Colomba;4;8;1;0;0;1;N;2;
