Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;7;1;0;1;1;N;5;
Falco;4;2;0;1;1;1;N;5;
Aquila;4;1;0;1;1;0;Y;10;
Gheppio;4;4;0;1;1;1;Y;12;
Condor;4;1;0;1;1;1;N;8;
Gufo;4;3;0;0;1;1;Y;10;
Sparviere;4;1;1;1;1;1;N;3;
Civetta;4;5;0;0;0;0;Y;9;
Colomba;4;2;0;1;1;1;Y;12;
