Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;1;0;1;1;1;Y;10;
Falco;4;2;1;0;1;1;1;Y;10;
Aquila;4;6;1;0;0;1;1;N;5;
Gheppio;4;3;1;0;1;1;1;Y;10;
Condor;4;5;0;1;1;1;1;Y;10;
Gufo;4;5;0;1;0;1;1;N;8;
Sparviere;4;5;0;0;1;1;1;Y;15;
Civetta;4;2;0;0;1;1;1;Y;12;
Colomba;4;3;0;0;0;1;1;Y;10;
