Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;1;0;0;1;1;1;Y;10;
Falco;4;3;0;0;1;1;1;1;Y;10;
Aquila;4;5;0;0;0;1;0;1;Y;16;
Gheppio;4;6;0;0;1;1;1;0;Y;18;
Condor;4;2;1;0;1;1;0;1;Y;13;
Gufo;4;2;0;1;1;1;1;1;N;8;
Sparviere;4;3;0;1;1;1;0;0;Y;14;
Civetta;4;0;1;1;1;1;1;1;N;-1;
Colomba;4;8;1;1;1;1;1;1;N;-1;
