Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;1;0;0;0;1;0;1;Y;10;
Falco;4;7;0;1;1;1;0;1;1;Y;11;
Aquila;4;6;1;1;1;1;1;1;1;N;-1;
Gheppio;4;5;0;1;1;0;1;0;1;Y;12;
Condor;4;8;1;0;1;0;1;1;1;Y;11;
Gufo;4;0;1;0;1;1;1;1;1;N;0;
Sparviere;4;2;0;0;1;0;1;1;1;Y;9;
Civetta;4;1;1;0;1;0;1;1;1;Y;12;
Colomba;4;7;1;1;1;1;1;0;1;N;-1;
