Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;5;1;1;0;0;1;1;1;Y;11;
Falco;4;3;0;1;0;0;1;1;0;N;6;
Aquila;4;2;0;0;1;1;1;1;1;N;4;
Gheppio;4;3;1;0;1;1;1;1;1;Y;10;
Condor;4;0;1;1;0;1;1;1;0;Y;15;
Gufo;4;3;0;0;1;0;1;1;1;N;5;
Sparviere;4;0;1;0;0;0;0;0;1;Y;16;
Civetta;4;0;1;1;0;1;0;0;1;Y;9;
Colomba;4;2;0;0;1;0;1;1;1;Y;16;
