Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;1;0;1;0;0;N;5;
Falco;4;2;1;1;1;1;0;N;3;
Aquila;4;5;1;0;1;1;1;Y;14;
Gheppio;4;8;1;0;1;0;1;Y;11;
Condor;4;3;1;0;0;1;1;N;8;
Gufo;4;8;0;0;1;1;0;Y;13;
Sparviere;4;3;1;0;1;1;1;Y;11;
Civetta;4;4;1;0;0;1;1;N;8;
Colomba;4;5;0;1;1;1;1;Y;10;
