Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;1;0;0;Y;11;
Falco;4;3;0;1;1;1;N;4;
Aquila;4;7;0;1;1;0;N;5;
Gheppio;4;1;1;1;1;1;N;7;
Condor;4;7;0;1;1;1;Y;9;
Gufo;4;8;0;0;1;1;N;6;
Sparviere;4;1;0;1;1;1;Y;9;
Civetta;4;0;0;1;1;1;Y;9;
Colomba;4;5;0;1;1;1;Y;9;
