Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;5;0;1;0;1;Y;9;
Falco;4;0;0;0;1;0;N;4;
Aquila;4;6;0;1;0;1;Y;9;
Gheppio;4;8;0;0;1;0;Y;11;
Condor;4;5;0;1;1;1;N;5;
Gufo;4;6;1;0;1;1;N;8;
Sparviere;4;2;0;1;1;1;Y;9;
Civetta;4;6;1;1;1;0;N;1;
Colomba;4;4;0;0;0;1;Y;14;
