Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;1;1;1;0;1;Y;14;
Falco;4;3;1;0;1;1;0;N;8;
Aquila;4;0;1;0;1;1;0;N;4;
Gheppio;4;5;0;0;1;1;1;Y;15;
Condor;4;6;1;1;1;1;1;N;5;
Gufo;4;5;1;1;0;1;1;Y;10;
Sparviere;4;7;1;1;0;1;1;N;6;
Civetta;4;7;0;0;1;1;1;Y;15;
Colomba;4;8;0;0;1;1;1;Y;12;
