Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;5;0;0;1;1;1;1;1;Y;16;
Falco;4;5;0;1;0;1;0;1;1;Y;12;
Aquila;4;1;1;0;1;1;1;1;1;Y;10;
Gheppio;4;1;1;0;1;0;1;0;1;Y;9;
Condor;4;2;1;0;0;1;0;1;1;Y;9;
Gufo;4;7;0;0;1;1;1;1;1;Y;15;
Sparviere;4;4;1;0;1;0;1;1;1;N;7;
Civetta;4;8;0;1;1;1;1;1;1;Y;14;
Colomba;4;5;1;0;1;1;1;1;1;Y;10;
