Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;6;1;1;1;0;1;0;1;N;8;
Falco;4;7;0;0;1;1;1;1;1;Y;16;
Aquila;4;4;0;0;1;0;1;1;1;Y;14;
Gheppio;4;0;0;1;0;0;1;0;1;N;8;
Condor;4;4;1;1;0;0;1;1;0;Y;9;
Gufo;4;3;0;0;1;1;1;1;0;Y;17;
Sparviere;4;6;0;1;0;1;1;1;1;Y;12;
Civetta;4;5;0;1;0;0;1;1;1;N;6;
Colomba;4;5;1;0;1;1;1;1;1;Y;10;
