Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;7;0;0;0;1;1;Y;13;
Falco;4;4;0;1;0;1;1;N;3;
Aquila;4;2;1;1;1;0;1;N;6;
Gheppio;4;6;0;0;0;0;1;Y;14;
Condor;4;1;1;0;0;1;1;Y;11;
Gufo;4;4;1;0;0;1;1;Y;11;
Sparviere;4;3;1;1;1;0;0;N;4;
Civetta;4;7;1;1;0;0;1;N;5;
Colomba;4;7;1;0;0;0;0;Y;10;
