Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;6;0;0;1;1;1;Y;9;
Falco;4;3;0;1;1;1;1;N;3;
Aquila;4;0;0;1;1;1;0;Y;11;
Gheppio;4;4;1;0;1;1;1;N;-1;
Condor;4;5;0;1;1;1;1;Y;14;
Gufo;4;2;1;0;0;1;1;N;8;
Sparviere;4;2;0;1;0;1;1;Y;15;
Civetta;4;2;1;1;1;1;1;Y;9;
Colomba;4;4;0;1;0;1;1;N;8;
