Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;8;0;1;0;1;1;1;0;1;Y;14;
Falco;4;7;1;0;1;0;0;0;1;1;N;7;
Aquila;4;8;1;1;1;0;0;0;0;1;Y;9;
Gheppio;4;1;1;0;0;1;0;1;1;1;Y;14;
Condor;4;8;1;0;0;0;1;1;1;1;Y;11;
Gufo;4;5;0;0;1;0;0;1;1;1;Y;10;
Sparviere;4;3;0;0;1;0;1;1;1;1;Y;15;
Civetta;4;6;1;1;0;1;0;0;1;1;N;8;
Colomba;4;3;0;0;1;0;1;1;1;1;N;8;
