Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;4;1;0;1;1;1;0;1;1;Y;9;
Falco;4;4;0;1;1;1;1;0;1;1;Y;10;
Aquila;4;4;0;1;1;1;1;0;1;1;Y;13;
Gheppio;4;1;0;0;1;0;1;1;1;1;N;8;
Condor;4;4;1;0;0;0;1;1;1;1;Y;15;
Gufo;4;4;0;1;1;1;1;1;1;1;Y;17;
Sparviere;4;8;0;0;1;1;1;1;1;1;Y;21;
Civetta;4;2;1;0;0;1;0;1;1;1;N;7;
Colomba;4;2;0;1;1;0;1;1;1;1;Y;9;
