Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;0;1;0;0;0;1;0;1;0;Y;11;
Falco;4;5;0;0;0;0;0;1;1;1;N;8;
Aquila;4;7;1;1;0;1;1;1;0;1;N;5;
Gheppio;4;1;0;0;0;1;1;0;0;1;Y;14;
Condor;4;3;1;0;0;1;0;0;1;1;N;5;
Gufo;4;3;0;1;1;1;1;1;1;1;Y;12;
Sparviere;4;3;1;0;0;0;0;0;1;1;Y;11;
Civetta;4;7;0;0;1;0;1;0;1;0;Y;14;
Colomba;4;7;1;1;1;0;0;0;1;1;N;8;
