Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;1;0;1;1;1;1;Y;12;
Falco;4;1;1;1;0;0;1;1;Y;10;
Aquila;4;2;1;1;1;1;0;1;N;5;
Gheppio;4;0;0;0;0;1;0;1;Y;12;
Condor;4;7;1;0;1;0;1;1;Y;10;
Gufo;4;8;1;0;0;1;1;1;N;7;
Sparviere;4;5;1;0;1;1;0;1;N;6;
Civetta;4;6;1;0;0;0;1;1;N;8;
Colomba;4;6;0;0;1;1;1;1;Y;13;
