Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;0;1;1;1;0;1;N;7;
Falco;4;1;1;0;0;1;1;1;1;N;8;
Aquila;4;8;0;1;1;1;1;0;1;N;8;
Gheppio;4;3;0;1;1;1;1;1;1;Y;18;
Condor;4;4;0;1;1;0;1;1;1;Y;9;
Gufo;4;4;0;0;0;1;1;1;1;Y;14;
Sparviere;4;1;1;0;1;1;0;1;1;Y;15;
Civetta;4;1;1;0;1;0;0;1;1;Y;9;
Colomba;4;1;0;1;1;0;0;0;1;N;7;
