Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;1;0;1;1;0;0;1;1;1;Y;22;
Falco;4;7;1;0;0;1;0;1;0;1;N;6;
Aquila;4;8;1;0;1;1;0;1;1;1;Y;15;
Gheppio;4;0;1;0;1;1;0;1;0;0;Y;10;
Condor;4;2;1;1;1;1;1;1;0;1;Y;9;
Gufo;4;2;1;0;1;1;0;1;1;1;N;6;
Sparviere;4;4;1;1;1;1;0;1;1;1;Y;20;
Civetta;4;7;1;0;0;1;0;1;1;1;Y;19;
Colomba;4;5;1;0;1;0;1;1;1;0;Y;11;
