Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;1;0;1;0;1;1;1;1;Y;12;
Falco;4;2;0;1;0;1;1;1;1;N;8;
Aquila;4;5;0;1;0;1;1;1;1;Y;16;
Gheppio;4;5;1;1;0;0;0;1;1;Y;10;
Condor;4;6;1;0;0;0;1;1;1;Y;10;
Gufo;4;5;1;0;0;1;1;1;1;Y;9;
Sparviere;4;6;0;1;1;1;0;1;1;Y;15;
Civetta;4;2;0;1;1;1;1;0;1;Y;11;
Colomba;4;7;1;0;0;0;0;0;1;Y;9;
