Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;8;1;0;1;1;0;N;8;
Falco;4;7;0;0;1;1;1;Y;11;
Aquila;4;8;1;0;1;1;1;N;7;
Gheppio;4;5;0;0;1;1;1;Y;12;
Condor;4;6;0;1;1;1;1;Y;10;
Gufo;4;3;0;0;1;1;0;Y;13;
Sparviere;4;2;1;0;1;0;1;N;8;
Civetta;4;0;0;0;1;1;1;N;4;
Colomba;4;1;1;0;1;1;1;Y;10;
