Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;1;1;1;N;5;
Falco;4;4;1;1;1;1;N;-1;
Aquila;4;7;0;0;1;1;Y;10;
Gheppio;4;0;0;1;0;1;N;6;
Condor;4;5;0;0;1;0;Y;11;
Gufo;4;8;0;0;1;1;Y;13;
Sparviere;4;2;0;1;0;0;N;7;
Civetta;4;3;0;0;1;1;Y;10;
Colomba;4;7;0;0;1;1;Y;9;
