Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;6;1;0;1;1;0;1;Y;10;
Falco;4;0;0;1;0;1;1;1;N;5;
Aquila;4;4;0;1;1;1;0;1;Y;17;
Gheppio;4;3;1;0;0;1;0;1;N;7;
Condor;4;7;0;1;1;0;1;1;Y;9;
Gufo;4;3;0;1;1;1;0;1;Y;9;
Sparviere;4;6;1;0;1;0;1;0;N;6;
Civetta;4;3;0;0;1;1;1;0;N;7;
Colomba;4;6;0;1;1;1;1;1;Y;12;
