Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;0;1;1;Y;9;
Falco;4;4;0;0;1;1;Y;9;
Aquila;4;8;1;0;1;0;N;2;
Gheppio;4;6;0;1;0;0;N;4;
Condor;4;3;0;0;0;1;Y;11;
Gufo;4;0;0;0;1;1;Y;9;
Sparviere;4;7;0;1;0;1;N;6;
Civetta;4;4;1;1;0;0;N;-1;
Colomba;4;8;0;1;0;1;Y;9;
