Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;2;1;1;1;1;1;1;1;N;-1;
Falco;4;8;0;0;1;1;1;1;1;N;8;
Aquila;4;3;0;1;0;0;1;0;1;N;7;
Gheppio;4;6;1;0;0;1;1;1;1;N;8;
Condor;4;2;1;0;0;0;0;0;1;Y;9;
Gufo;4;2;0;0;0;1;0;1;1;Y;11;
Sparviere;4;1;1;0;0;0;1;0;1;Y;14;
Civetta;4;1;0;1;0;1;0;1;1;Y;13;
Colomba;4;3;0;0;1;0;1;1;1;Y;17;
