Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;0;1;1;1;N;5;
Falco;4;6;1;0;0;1;Y;9;
Aquila;4;5;0;1;1;1;Y;12;
Gheppio;4;5;0;0;1;0;Y;11;
Condor;4;0;1;0;1;1;N;-1;
Gufo;4;1;0;1;1;0;Y;10;
Sparviere;4;0;0;0;0;0;Y;9;
Civetta;4;3;0;1;0;1;N;5;
Colomba;4;4;1;0;1;0;N;5;
