Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;0;1;0;0;1;1;N;8;
Falco;4;4;0;1;0;1;1;1;1;Y;11;
Aquila;4;5;1;1;1;0;1;1;1;N;-1;
Gheppio;4;7;0;1;1;0;1;1;1;Y;11;
Condor;4;3;1;0;0;0;1;1;1;Y;13;
Gufo;4;3;1;0;0;1;1;0;1;Y;9;
Sparviere;4;0;0;0;0;0;1;1;1;Y;15;
Civetta;4;7;0;0;1;0;1;1;1;N;7;
Colomba;4;0;0;0;0;0;1;1;1;Y;10;
