Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;5;1;0;0;1;1;N;8;
Falco;4;6;1;1;0;0;1;N;8;
Aquila;4;4;0;1;0;1;1;Y;12;
Gheppio;4;6;0;1;1;1;1;Y;10;
Condor;4;6;0;1;1;1;1;Y;10;
Gufo;4;6;0;1;1;1;1;N;6;
Sparviere;4;3;1;0;0;1;1;Y;11;
Civetta;4;3;1;0;0;1;1;Y;11;
Colomba;4;2;1;1;0;1;1;N;6;
