Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;7;1;0;1;1;1;1;N;8;
Falco;4;5;0;1;0;0;1;0;Y;15;
Aquila;4;0;0;1;0;1;1;1;Y;9;
Gheppio;4;2;0;0;1;1;1;0;Y;10;
Condor;4;7;0;1;0;1;1;1;Y;13;
Gufo;4;4;1;1;1;1;1;1;N;-1;
Sparviere;4;4;1;1;1;1;1;1;N;-1;
Civetta;4;7;1;0;1;1;1;1;N;8;
Colomba;4;0;1;0;1;0;1;1;Y;13;
