Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;2;1;0;0;1;0;1;1;0;N;4;
Falco;4;6;0;1;1;1;0;0;1;1;Y;12;
Aquila;4;5;1;0;0;1;0;0;1;0;Y;10;
Gheppio;4;0;0;0;1;0;0;1;1;1;Y;9;
Condor;4;0;0;1;1;0;0;1;0;1;Y;16;
Gufo;4;8;0;1;1;1;0;1;1;1;Y;9;
Sparviere;4;8;1;0;1;0;1;0;0;1;Y;9;
Civetta;4;4;0;0;0;1;0;1;1;1;Y;13;
Colomba;4;1;0;0;1;1;0;0;0;1;N;3;
