Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;8;0;1;1;1;N;8;
Falco;4;4;0;0;1;0;Y;11;
Aquila;4;1;1;0;0;1;N;6;
Gheppio;4;3;1;1;1;1;N;3;
Condor;4;6;1;0;1;0;Y;10;
Gufo;4;2;0;0;1;1;Y;9;
Sparviere;4;2;1;0;1;0;Y;9;
Civetta;4;4;0;1;1;1;Y;12;
Colomba;4;2;1;1;1;1;N;3;
