Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;6;1;1;0;1;1;N;6;
Falco;4;1;0;1;1;0;0;Y;9;
Aquila;4;1;1;0;1;0;1;N;3;
Gheppio;4;1;0;0;0;1;1;Y;12;
Condor;4;7;1;0;1;1;1;N;7;
Gufo;4;8;0;1;1;1;1;Y;14;
Sparviere;4;8;1;0;1;0;1;Y;9;
Civetta;4;7;1;1;1;0;0;N;4;
Colomba;4;1;1;0;0;1;1;Y;12;
