Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;1;1;1;0;N;5;
Falco;4;2;1;0;1;1;N;8;
Aquila;4;0;0;1;0;0;N;4;
Gheppio;4;6;0;1;1;1;Y;9;
Condor;4;2;1;1;0;1;Y;12;
Gufo;4;8;0;1;0;0;N;4;
Sparviere;4;6;0;1;1;1;Y;9;
Civetta;4;6;0;1;1;1;Y;9;
Colomba;4;7;0;1;0;1;Y;10;
