Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;1;1;0;0;1;1;Y;10;
Falco;4;8;1;1;0;0;1;1;N;6;
Aquila;4;5;0;1;1;0;1;1;Y;10;
Gheppio;4;7;0;0;1;1;1;1;Y;13;
Condor;4;7;0;1;0;1;1;1;Y;10;
Gufo;4;7;1;0;0;1;1;1;Y;10;
Sparviere;4;0;0;1;1;0;1;1;Y;10;
Civetta;4;1;1;0;1;1;1;0;N;5;
Colomba;4;4;1;1;1;1;0;1;N;8;
