Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;0;0;0;0;0;0;0;1;1;Y;25;
Falco;4;2;0;0;1;1;0;1;1;1;Y;11;
Aquila;4;1;1;0;1;0;0;0;1;1;Y;9;
Gheppio;4;4;0;1;1;0;1;1;1;1;Y;10;
Condor;4;8;0;1;0;1;1;1;1;1;Y;9;
Gufo;4;3;0;1;0;1;1;0;1;1;Y;11;
Sparviere;4;5;0;1;1;0;0;0;1;1;N;7;
Civetta;4;3;1;0;0;1;0;1;1;1;Y;15;
Colomba;4;8;1;1;1;0;0;0;1;1;N;8;
