Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;0;1;0;1;1;Y;11;
Falco;4;7;0;0;1;1;1;Y;15;
Aquila;4;6;0;1;1;1;1;Y;10;
Gheppio;4;5;1;0;0;1;1;Y;11;
Condor;4;6;0;1;1;1;1;Y;14;
Gufo;4;1;0;1;1;1;1;Y;10;
Sparviere;4;7;1;0;1;1;1;N;-1;
Civetta;4;1;1;0;1;1;1;N;7;
Colomba;4;1;1;0;0;1;1;N;8;
