Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;3;0;0;1;0;0;1;1;1;Y;10;
Falco;4;0;0;0;1;1;1;1;1;1;N;0;
Aquila;4;6;0;0;0;1;1;1;1;1;Y;15;
Gheppio;4;3;0;0;1;1;0;1;1;0;N;8;
Condor;4;1;1;0;0;0;0;1;1;1;Y;9;
Gufo;4;0;1;0;0;0;0;1;1;1;Y;16;
Sparviere;4;3;1;0;0;0;0;0;1;1;Y;11;
Civetta;4;8;1;1;1;1;1;1;1;1;N;-1;
Colomba;4;0;1;1;0;1;1;1;1;1;N;-1;
