Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;2;0;1;1;0;0;1;1;Y;10;
Falco;4;0;0;1;1;1;1;0;1;N;8;
Aquila;4;3;1;0;0;0;1;1;1;Y;13;
Gheppio;4;3;1;0;0;0;0;1;1;Y;11;
Condor;4;6;0;1;0;0;1;1;1;Y;10;
Gufo;4;2;0;1;1;1;1;0;1;Y;15;
Sparviere;4;8;0;1;1;1;1;1;1;Y;10;
Civetta;4;0;0;0;0;0;0;1;1;Y;13;
Colomba;4;4;1;0;0;1;1;1;1;N;8;
