Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;3;0;1;1;0;1;Y;15;
Falco;4;6;1;0;0;1;1;N;8;
Aquila;4;4;1;0;1;1;1;N;7;
Gheppio;4;1;1;0;1;1;1;Y;10;
Condor;4;8;1;1;1;0;1;N;6;
Gufo;4;2;1;1;0;1;1;Y;14;
Sparviere;4;7;0;0;1;1;1;Y;12;
Civetta;4;1;0;1;1;1;1;Y;14;
Colomba;4;5;1;0;1;1;1;Y;10;
